Incident_ID,Date,Year,Month,Day,Role,Victim,Gender,Age,Date_of_Death
2018-0030,2018-03-20,2018,3,20,Driver,Motorcycle,Male,24,2018-03-20
2018-0031,2018-03-28,2018,3,28,Driver,Motorcycle,Male,31,2018-03-28
2018-0032,2018-04-02,2018,4,2,Pedestrian,Pedestrian,Male,70,2018-04-02
2018-0033,2018-04-07,2018,4,7,Driver,Motorcycle,Female,42,2018-04-10
2018-0034,2018-04-11,2018,4,11,Pedestrian,Pedestrian,Male,24,2018-04-11
2018-0035,2018-04-12,2018,4,12,Pedestrian,Pedestrian,Female,39,2018-04-12
2018-0036,2018-04-13,2018,4,13,Driver,Motorcycle,Male,37,2018-04-15
2018-0037,2018-04-18,2018,4,18,Pedestrian,Pedestrian,Male,84,2018-04-19
2018-0038,2018-04-20,2018,4,20,Pedestrian,Pedestrian,Female,59,2018-04-20
2018-0038,2018-04-20,2018,4,20,Pedestrian,Pedestrian,Male,61,2018-04-20
2018-0039,2018-04-21,2018,4,21,Pedestrian,Pedestrian,Male,37,2018-04-21
2018-0040,2018-04-27,2018,4,27,Pedestrian,Pedestrian,Female,42,2018-04-27
2018-0041,2018-04-27,2018,4,27,Pedestrian,Pedestrian,Female,78,2018-04-27
2018-0042,2018-04-27,2018,4,27,Passenger_Companion,Motorcycle,Male,23,2018-04-27
2018-0043,2018-04-28,2018,4,28,Driver,Motorcycle,Male,25,2018-04-29
2018-0044,2018-04-28,2018,4,28,Pedestrian,Pedestrian,Female,50,2018-04-28
2018-0045,2018-04-30,2018,4,30,Driver,Car,Male,60,2018-04-30
2018-0046,2018-05-02,2018,5,2,Pedestrian,Pedestrian,Male,11,2018-05-02
2018-0047,2018-05-08,2018,5,8,Pedestrian,Pedestrian,Male,82,2018-05-09
2018-0048,2018-05-09,2018,5,9,Pedestrian,Pedestrian,Male,57,2018-05-16
2018-0049,2018-05-11,2018,5,11,Pedestrian,Pedestrian,Female,40,2018-05-13
2018-0050,2018-05-14,2018,5,14,Pedestrian,Pedestrian,Female,47,2018-05-24
2018-0051,2018-05-15,2018,5,15,Pedestrian,Pedestrian,Female,57,2018-05-15
2018-0052,2018-05-18,2018,5,18,Pedestrian,Pedestrian,Male,78,2018-05-19
2018-0053,2018-05-20,2018,5,20,Driver,Motorcycle,Male,43,2018-05-20
2018-0054,2018-05-22,2018,5,22,Pedestrian,Pedestrian,Female,86,2018-05-25
2018-0055,2018-05-29,2018,5,29,Driver,Motorcycle,Male,21,2018-05-29
2018-0056,2018-06-02,2018,6,2,Pedestrian,Pedestrian,Female,69,2018-06-04
2018-0057,2018-06-03,2018,6,3,Driver,Motorcycle,Male,33,2018-06-04
2018-0058,2018-06-03,2018,6,3,Driver,Motorcycle,Male,26,2018-06-13
2018-0059,2018-06-08,2018,6,8,Driver,Motorcycle,Male,54,2018-06-08
2018-0060,2018-06-08,2018,6,8,Pedestrian,Pedestrian,Male,51,2018-06-08
2018-0061,2018-06-10,2018,6,10,Driver,Motorcycle,Male,51,2018-06-10
2018-0062,2018-06-14,2018,6,14,Pedestrian,Pedestrian,Male,32,2018-06-14
2018-0063,2018-06-16,2018,6,16,Pedestrian,Pedestrian,Female,28,2018-06-17
2018-0064,2018-06-25,2018,6,25,Driver,Car,Male,30,2018-06-25
2018-0065,2018-06-26,2018,6,26,Driver,Motorcycle,Male,35,2018-06-26
2018-0066,2018-06-28,2018,6,28,Pedestrian,Pedestrian,Male,73,2018-06-28
2018-0067,2018-06-29,2018,6,29,Passenger_Companion,Passengers,Female,81,2018-07-06
2018-0068,2018-07-01,2018,7,1,Driver,Motorcycle,Male,21,2018-07-01
2018-0069,2018-07-04,2018,7,4,Cyclist,Bicycle,Male,20,2018-07-04
2018-0070,2018-07-07,2018,7,7,Driver,Motorcycle,Male,33,2018-07-07
2018-0071,2018-07-10,2018,7,10,Driver,Motorcycle,Male,42,2018-07-10
2018-0072,2018-07-11,2018,7,11,Driver,Motorcycle,Male,27,2018-07-13
2018-0073,2018-07-11,2018,7,11,Pedestrian,Pedestrian,Female,67,2018-07-11
2018-0074,2018-07-14,2018,7,14,Driver,Car,Male,25,2018-07-14
2018-0075,2018-07-15,2018,7,15,Pedestrian,Pedestrian,Male,23,2018-07-15
2018-0076,2018-07-16,2018,7,16,Driver,Car,Male,73,2018-07-16
2018-0077,2018-07-16,2018,7,16,Driver,Car,Male,58,2018-07-17
2018-0078,2018-07-21,2018,7,21,Pedestrian,Pedestrian,Male,27,2018-07-21
2018-0079,2018-07-23,2018,7,23,Pedestrian,Pedestrian,Male,42,2018-07-23
2018-0080,2018-07-25,2018,7,25,Pedestrian,Pedestrian,Male,26,2018-07-25
2018-0081,2018-07-29,2018,7,29,Pedestrian,Pedestrian,Male,35,2018-07-29
2018-0082,2018-08-01,2018,8,1,Driver,Motorcycle,Female,17,2018-08-01
2018-0083,2018-08-02,2018,8,2,Driver,Motorcycle,Male,42,2018-08-02
2018-0084,2018-08-03,2018,8,3,Pedestrian,Pedestrian,Male,45,2018-08-03
2018-0085,2018-08-03,2018,8,3,Passenger_Companion,Motorcycle,Female,22,2018-08-03
2018-0085,2018-08-03,2018,8,3,Driver,Motorcycle,Male,30,2018-08-03
2018-0086,2018-08-10,2018,8,10,Pedestrian,Pedestrian,Male,40,2018-08-10
2018-0087,2018-08-15,2018,8,15,Pedestrian,Pedestrian,Male,75,2018-08-20
2018-0088,2018-08-17,2018,8,17,Driver,Motorcycle,Male,42,2018-08-17
2018-0089,2018-08-17,2018,8,17,Pedestrian,Pedestrian,Male,80,2018-08-17
2018-0090,2018-08-18,2018,8,18,Driver,Motorcycle,Male,27,2018-08-18
2018-0091,2018-08-19,2018,8,19,Passenger_Companion,Car,Female,23,2018-08-19
2018-0092,2018-08-20,2018,8,20,Driver,Motorcycle,Male,23,2018-08-20
2018-0093,2018-08-20,2018,8,20,Pedestrian,Pedestrian,Male,24,2018-08-20
2018-0094,2018-08-23,2018,8,23,Driver,Motorcycle,Male,32,2018-08-23
2018-0095,2018-08-26,2018,8,26,Passenger_Companion,Car,Female,49,2018-08-26
2018-0096,2018-08-31,2018,8,31,Pedestrian,Pedestrian,Male,39,2018-08-31
2018-0097,2018-09-02,2018,9,2,Driver,Car,Female,35,2018-09-02
2018-0098,2018-09-09,2018,9,9,Driver,Car,Male,55,2018-09-09
2018-0098,2018-09-09,2018,9,9,Passenger_Companion,Car,Male,54,2018-09-09
2018-0099,2018-09-12,2018,9,12,Pedestrian,Pedestrian,Male,18,2018-09-13
2018-0100,2018-09-20,2018,9,20,No Data,Motorcycle,Female,33,2018-09-20
2018-0101,2018-09-21,2018,9,21,Driver,Car,Male,42,2018-09-21
2018-0102,2018-09-21,2018,9,21,Driver,Motorcycle,Male,20,2018-09-21
2018-0103,2018-09-27,2018,9,27,Pedestrian,Pedestrian,Male,1,2018-09-29
2018-0104,2018-10-01,2018,10,1,Driver,Motorcycle,Male,22,2018-10-01
2018-0105,2018-10-03,2018,10,3,Pedestrian,Pedestrian,Female,56,2018-10-03
2018-0106,2018-10-04,2018,10,4,Driver,Motorcycle,Male,27,2018-10-04
2018-0107,2018-10-06,2018,10,6,Pedestrian,Pedestrian,Female,62,2018-10-06
2018-0108,2018-10-09,2018,10,9,Driver,Motorcycle,Male,37,2018-10-10
2018-0109,2018-10-10,2018,10,10,Pedestrian,Pedestrian,Male,34,2018-10-10
2018-0110,2018-10-13,2018,10,13,Pedestrian,Pedestrian,Male,60,2018-10-14
2018-0111,2018-10-19,2018,10,19,Driver,Motorcycle,Male,28,2018-10-19
2018-0112,2018-10-24,2018,10,24,Driver,Motorcycle,Female,28,2018-10-24
2018-0113,2018-10-25,2018,10,25,Driver,Motorcycle,Male,20,2018-10-25
2018-0114,2018-10-30,2018,10,30,Driver,Motorcycle,Male,23,2018-10-30
2018-0115,2018-10-31,2018,10,31,Pedestrian,Pedestrian,Male,42,2018-11-01
2018-0116,2018-11-01,2018,11,1,Pedestrian,Pedestrian,Male,48,2018-11-08
2018-0117,2018-11-04,2018,11,4,Driver,Motorcycle,Male,30,2018-11-08
2018-0118,2018-11-05,2018,11,5,Pedestrian,Pedestrian,Female,80,2018-11-05
2018-0119,2018-11-05,2018,11,5,Pedestrian,Pedestrian,Female,32,2018-11-06
2018-0120,2018-11-09,2018,11,9,Pedestrian,Pedestrian,Female,51,2018-11-20
2018-0121,2018-11-09,2018,11,9,Pedestrian,Pedestrian,Female,72,2018-11-09
2018-0122,2018-11-12,2018,11,12,Driver,Car,Male,33,2018-11-12
2018-0123,2018-11-12,2018,11,12,Driver,Car,Male,25,2018-11-12
2018-0124,2018-11-15,2018,11,15,Driver,Cargo Vehicle,Male,44,2018-11-15
2018-0125,2018-11-16,2018,11,16,Pedestrian,Pedestrian,Male,29,2018-11-17
2018-0126,2018-11-18,2018,11,18,Driver,Motorcycle,Male,27,2018-11-23
2018-0127,2018-11-19,2018,11,19,Driver,Motorcycle,Male,29,2018-11-19
2018-0128,2018-11-25,2018,11,25,Passenger_Companion,Car,Male,49,2018-11-25
2018-0128,2018-11-25,2018,11,25,Passenger_Companion,Car,Female,39,2018-11-25
2018-0129,2018-11-28,2018,11,28,Driver,Motorcycle,Male,37,2018-11-30
2018-0130,2018-12-03,2018,12,3,Driver,Motorcycle,Male,42,2018-12-03
2018-0131,2018-12-07,2018,12,7,Driver,Motorcycle,Male,29,2018-12-07
2018-0132,2018-12-12,2018,12,12,Pedestrian,Pedestrian,Male,70,2018-12-12
2018-0133,2018-12-12,2018,12,12,Pedestrian,Pedestrian,Female,60,2018-12-12
2018-0134,2018-12-12,2018,12,12,Pedestrian,Pedestrian,Male,56,2018-12-13
2018-0135,2018-12-18,2018,12,18,Pedestrian,Pedestrian,Male,80,2018-12-22
2018-0136,2018-12-18,2018,12,18,Pedestrian,Pedestrian,Female,70,2018-12-18
2018-0137,2018-12-18,2018,12,18,Passenger_Companion,Motorcycle,Male,29,2018-12-19
2018-0138,2018-12-21,2018,12,21,Passenger_Companion,Passengers,Female,79,2018-12-21
2018-0139,2018-12-22,2018,12,22,Passenger_Companion,Motorcycle,Male,28,2018-12-24
2018-0140,2018-12-22,2018,12,22,Driver,Car,Male,78,2018-12-22
2018-0141,2018-12-22,2018,12,22,Pedestrian,Pedestrian,Male,75,2018-12-24
2018-0142,2018-12-25,2018,12,25,Passenger_Companion,Cargo Vehicle,Male,32,2019-01-01
2018-0143,2018-12-29,2018,12,29,Driver,Motorcycle,Male,22,2018-12-29
2019-0001,2019-01-08,2019,1,8,Driver,Motorcycle,Male,25,2019-01-08
2019-0002,2019-01-09,2019,1,9,Driver,Car,Male,32,2019-01-09
2019-0003,2019-01-12,2019,1,12,Driver,Motorcycle,Male,23,2019-01-12
2019-0004,2019-01-14,2019,1,14,Driver,Car,Male,71,2019-01-14
2019-0005,2019-01-19,2019,1,19,Driver,Motorcycle,Male,43,2019-01-19
2019-0006,2019-01-23,2019,1,23,Pedestrian,Pedestrian,Female,12,2019-01-23
2019-0007,2019-01-26,2019,1,26,Driver,Motorcycle,Male,35,2019-01-26
2019-0008,2019-01-30,2019,1,30,Driver,Motorcycle,Male,42,2019-01-31
2019-0009,2019-01-31,2019,1,31,Driver,Motorcycle,Male,34,2019-01-31
2019-0010,2019-02-02,2019,2,2,Pedestrian,Pedestrian,Male,42,2019-02-02
2019-0010,2019-02-02,2019,2,2,Pedestrian,Pedestrian,Male,59,2019-02-02
2019-0011,2019-02-10,2019,2,10,Pedestrian,Pedestrian,Male,42,2019-02-10
2019-0012,2019-02-17,2019,2,17,Driver,Motorcycle,Male,31,2019-02-20
2019-0013,2019-02-20,2019,2,20,Pedestrian,Pedestrian,Male,39,2019-03-02
2019-0014,2019-02-20,2019,2,20,Driver,Motorcycle,Male,69,2019-02-20
2019-0015,2019-02-23,2019,2,23,Driver,Car,Male,21,2019-02-23
2019-0016,2019-02-24,2019,2,24,Driver,Motorcycle,Male,40,2019-02-24
2019-0017,2019-03-03,2019,3,3,Driver,Car,Male,22,2019-03-07
2019-0018,2019-03-03,2019,3,3,Pedestrian,Pedestrian,Female,29,2019-03-03
2019-0019,2019-03-06,2019,3,6,Driver,Motorcycle,Male,42,2019-03-26
2019-0020,2019-03-07,2019,3,7,Driver,Motorcycle,Male,43,2019-03-07
2019-0021,2019-03-15,2019,3,15,Driver,Motorcycle,Male,23,2019-03-16
2019-0022,2019-03-15,2019,3,15,Passenger_Companion,Car,Male,42,2019-03-15
2019-0023,2019-03-16,2019,3,16,Driver,Car,Male,34,2019-03-16
2019-0024,2019-03-19,2019,3,19,Driver,Motorcycle,Male,32,2019-03-19
2019-0025,2019-03-22,2019,3,22,Pedestrian,Pedestrian,Male,27,2019-04-04
2019-0026,2019-03-28,2019,3,28,Pedestrian,Pedestrian,Male,42,2019-03-28
2019-0027,2019-03-28,2019,3,28,Cyclist,Bicycle,Male,37,2019-03-28
2019-0028,2019-04-06,2019,4,6,Pedestrian,Pedestrian,Female,42,2019-04-06
2019-0029,2019-04-07,2019,4,7,Driver,Motorcycle,Male,27,2019-04-07
2019-0030,2019-04-09,2019,4,9,Driver,Motorcycle,Male,25,2019-04-09
2019-0031,2019-04-12,2019,4,12,Cyclist,Bicycle,Male,20,2019-04-12
2019-0032,2019-04-16,2019,4,16,Pedestrian,Pedestrian,Female,83,2019-04-18
2019-0033,2019-04-18,2019,4,18,Driver,Motorcycle,Male,25,2019-04-18
2019-0034,2019-04-21,2019,4,21,Driver,Motorcycle,Male,42,2019-04-21
2019-0035,2019-04-23,2019,4,23,Pedestrian,Pedestrian,Female,75,2019-04-23
2019-0036,2019-04-26,2019,4,26,Driver,Motorcycle,Male,34,2019-05-02
2019-0037,2019-05-01,2019,5,1,Driver,Motorcycle,Male,17,2019-05-01
2019-0038,2019-05-04,2019,5,4,Pedestrian,Pedestrian,Female,42,2019-05-05
2019-0105,2019-05-05,2019,5,5,Pedestrian,Pedestrian,Female,82,2019-05-08
2019-0039,2019-05-09,2019,5,9,Driver,Motorcycle,Male,28,2019-05-09
2019-0040,2019-05-09,2019,5,9,Driver,Motorcycle,Male,44,2019-05-15
2019-0041,2019-05-11,2019,5,11,Passenger_Companion,Car,Female,78,2019-05-11
2019-0042,2019-05-14,2019,5,14,Pedestrian,Pedestrian,Male,39,2019-05-14
2019-0043,2019-05-21,2019,5,21,Cyclist,Bicycle,Female,42,2019-05-21
2019-0044,2019-05-27,2019,5,27,Pedestrian,Pedestrian,Female,77,2019-05-29
2019-0045,2019-06-03,2019,6,3,Driver,Motorcycle,Male,33,2019-06-03
2019-0046,2019-06-04,2019,6,4,Passenger_Companion,Motorcycle,Female,26,2019-06-04
2019-0047,2019-06-06,2019,6,6,Pedestrian,Pedestrian,Male,76,2019-06-06
2019-0048,2019-06-07,2019,6,7,Driver,Motorcycle,Male,32,2019-06-07
2019-0049,2019-06-08,2019,6,8,Pedestrian,Pedestrian,Female,72,2019-06-09
2019-0050,2019-06-08,2019,6,8,Driver,Motorcycle,Male,21,2019-06-09
2019-0051,2019-06-11,2019,6,11,Driver,Motorcycle,Male,41,2019-06-11
2019-0053,2019-06-14,2019,6,14,Passenger_Companion,Car,Male,49,2019-06-14
2019-0054,2019-06-20,2019,6,20,Driver,Motorcycle,Male,21,2019-06-20
2019-0055,2019-06-20,2019,6,20,Driver,Motorcycle,Male,47,2019-06-21
2019-0056,2019-06-29,2019,6,29,Pedestrian,Pedestrian,Female,75,2019-06-29
2019-0057,2019-07-05,2019,7,5,Pedestrian,Pedestrian,Female,63,2019-07-08
2019-0058,2019-07-10,2019,7,10,Driver,Motorcycle,Male,39,2019-07-10
2019-0059,2019-07-13,2019,7,13,Driver,Motorcycle,Male,30,2019-07-13
2019-0060,2019-07-17,2019,7,17,Pedestrian,Pedestrian,Female,78,2019-07-17
2019-0061,2019-07-17,2019,7,17,Pedestrian,Pedestrian,Female,58,2019-07-17
2019-0062,2019-08-01,2019,8,1,Pedestrian,Pedestrian,Female,60,2019-08-02
2019-0063,2019-08-04,2019,8,4,Passenger_Companion,Motorcycle,Male,42,2019-08-04
2019-0064,2019-08-06,2019,8,6,Driver,Motorcycle,Male,20,2019-08-06
2019-0065,2019-08-08,2019,8,8,Pedestrian,Pedestrian,Female,55,2019-08-09
2019-0066,2019-08-11,2019,8,11,Pedestrian,Pedestrian,Male,40,2019-08-11
2019-0067,2019-08-14,2019,8,14,Driver,Motorcycle,Male,35,2019-08-14
2019-0068,2019-08-14,2019,8,14,Driver,Motorcycle,Male,53,2019-08-14
2019-0069,2019-08-17,2019,8,17,Driver,Motorcycle,Male,43,2019-08-17
2019-0070,2019-08-22,2019,8,22,Driver,Motorcycle,Male,25,2019-08-22
2019-0071,2019-08-27,2019,8,27,Pedestrian,Pedestrian,Male,42,2019-08-27
2019-0072,2019-08-28,2019,8,28,Driver,Car,Male,22,2019-09-02
2019-0073,2019-08-29,2019,8,29,Driver,Car,Male,29,2019-09-06
2019-0074,2019-08-29,2019,8,29,Driver,Motorcycle,Male,35,2019-08-29
2019-0075,2019-08-30,2019,8,30,Driver,Motorcycle,Male,31,2019-08-30
2019-0076,2019-09-05,2019,9,5,Driver,Motorcycle,Female,29,2019-09-05
2019-0077,2019-09-08,2019,9,8,Pedestrian,Pedestrian,Female,28,2019-09-08
2019-0078,2019-09-12,2019,9,12,Pedestrian,Pedestrian,Female,72,2019-09-15
2019-0079,2019-09-17,2019,9,17,Driver,Motorcycle,Male,57,2019-09-17
2019-0080,2019-09-17,2019,9,17,Pedestrian,Pedestrian,Male,76,2019-09-17
2019-0081,2019-09-23,2019,9,23,Pedestrian,Pedestrian,Male,67,2019-10-07
2019-0082,2019-09-25,2019,9,25,Cyclist,Bicycle,Male,47,2019-09-25
2019-0083,2019-09-26,2019,9,26,Driver,Car,Male,73,2019-09-26
2019-0084,2019-09-27,2019,9,27,Cyclist,Bicycle,Female,40,2019-09-27
2019-0085,2019-10-09,2019,10,9,Cyclist,Bicycle,Male,20,2019-10-09
2019-0086,2019-10-15,2019,10,15,Driver,Motorcycle,Male,29,2019-10-15
2019-0087,2019-10-21,2019,10,21,Driver,Motorcycle,Male,41,2019-10-21
2019-0088,2019-10-22,2019,10,22,Pedestrian,Pedestrian,Male,27,2019-10-22
2019-0089,2019-10-23,2019,10,23,Pedestrian,Pedestrian,Female,92,2019-10-23
2019-0090,2019-10-24,2019,10,24,Pedestrian,Pedestrian,Male,67,2019-10-26
2019-0091,2019-11-01,2019,11,1,Pedestrian,Pedestrian,Male,35,2019-11-01
2019-0092,2019-11-03,2019,11,3,Pedestrian,Pedestrian,Male,37,2019-11-03
2019-0093,2019-11-13,2019,11,13,Cyclist,Bicycle,Male,16,2019-11-13
2019-0094,2019-11-18,2019,11,18,Passenger_Companion,Motorcycle,Female,42,2019-11-18
2019-0095,2019-11-20,2019,11,20,Driver,Motorcycle,Male,42,2019-11-20
2019-0096,2019-11-22,2019,11,22,Pedestrian,Pedestrian,Male,73,2019-11-22
2019-0097,2019-11-25,2019,11,25,Passenger_Companion,Motorcycle,Female,23,2019-11-25
2019-0098,2019-11-25,2019,11,25,Passenger_Companion,Passengers,Female,61,2019-11-29
2019-0100,2019-12-05,2019,12,5,Driver,Motorcycle,Male,38,2019-12-18
2019-0101,2019-12-17,2019,12,17,Driver,Motorcycle,Male,25,2019-12-17
2019-0102,2019-12-17,2019,12,17,Driver,Motorcycle,Male,18,2019-12-18
2019-0103,2019-12-18,2019,12,18,Driver,Motorcycle,Male,24,2019-12-18
2019-0104,2019-12-21,2019,12,21,Passenger_Companion,Motorcycle,Female,23,2019-12-22
2020-0001,2020-01-04,2020,1,4,Pedestrian,Pedestrian,Female,87,2020-01-04
2020-0002,2020-01-05,2020,1,5,Driver,Motorcycle,Male,36,2020-01-07
2020-0003,2020-01-11,2020,1,11,Pedestrian,Pedestrian,Male,44,2020-01-11
2020-0004,2020-01-14,2020,1,14,Pedestrian,Pedestrian,Male,82,2020-01-15
2020-0005,2020-01-14,2020,1,14,Driver,Motorcycle,Male,25,2020-02-10
2020-0006,2020-01-20,2020,1,20,Driver,Motorcycle,Male,23,2020-01-20
2020-0007,2020-01-27,2020,1,27,Pedestrian,Pedestrian,Male,52,2020-01-27
2020-0008,2020-01-30,2020,1,30,Driver,Motorcycle,Male,49,2020-01-30
2020-0009,2020-02-04,2020,2,4,Pedestrian,Pedestrian,Male,48,2020-02-05
2020-0010,2020-02-08,2020,2,8,Driver,Motorcycle,Male,42,2020-02-08
2020-0011,2020-02-12,2020,2,12,Driver,Motorcycle,Male,31,2020-02-12
2020-0012,2020-02-18,2020,2,18,Pedestrian,Pedestrian,Female,66,2020-02-18
2020-0013,2020-02-20,2020,2,20,Pedestrian,Pedestrian,Female,58,2020-03-03
2020-0014,2020-02-27,2020,2,27,Driver,Motorcycle,Male,42,2020-02-27
2020-0015,2020-02-28,2020,2,28,Driver,Motorcycle,Male,29,2020-02-28
2020-0016,2020-02-29,2020,2,29,Pedestrian,Pedestrian,Male,68,2020-03-09
2020-0017,2020-03-05,2020,3,5,Pedestrian,Pedestrian,Male,42,2020-03-05
2020-0018,2020-03-09,2020,3,9,Driver,Motorcycle,Male,31,2020-03-09
2020-0019,2020-03-10,2020,3,10,Pedestrian,Pedestrian,Female,80,2020-03-10
2020-0020,2020-03-13,2020,3,13,Pedestrian,Pedestrian,Female,74,2020-03-17
2020-0021,2020-03-14,2020,3,14,Pedestrian,Pedestrian,Female,87,2020-03-14
2020-0022,2020-04-07,2020,4,7,Passenger_Companion,Car,Male,44,2020-04-07
2020-0023,2020-04-09,2020,4,9,Driver,Car,Male,44,2020-05-03
2020-0024,2020-04-24,2020,4,24,Driver,Car,Male,53,2020-04-24
2020-0025,2020-05-12,2020,5,12,Pedestrian,Pedestrian,Male,42,2020-05-12
2020-0026,2020-05-17,2020,5,17,Driver,Motorcycle,Male,28,2020-05-17
2020-0027,2020-05-18,2020,5,18,Pedestrian,Pedestrian,Male,76,2020-05-18
2020-0028,2020-05-19,2020,5,19,Pedestrian,Pedestrian,Male,91,2020-05-23
2020-0029,2020-06-10,2020,6,10,Pedestrian,Pedestrian,Male,80,2020-06-12
2020-0030,2020-06-16,2020,6,16,Driver,Motorcycle,Male,40,2020-06-16
2020-0031,2020-06-30,2020,6,30,Driver,Motorcycle,Male,29,2020-06-30
2020-0032,2020-07-10,2020,7,10,Driver,Motorcycle,Male,21,2020-07-10
2020-0033,2020-07-19,2020,7,19,Driver,Car,Male,32,2020-07-19
2020-0034,2020-08-02,2020,8,2,Pedestrian,Pedestrian,Female,42,2020-08-02
2020-0035,2020-08-04,2020,8,4,Driver,Motorcycle,Male,40,2020-08-04
2020-0036,2020-08-07,2020,8,7,Pedestrian,Pedestrian,Male,72,2020-08-22
2020-0037,2020-08-29,2020,8,29,Pedestrian,Pedestrian,Male,38,2020-08-29
2020-0038,2020-08-30,2020,8,30,Driver,Car,Male,46,2020-08-30
2020-0038,2020-08-30,2020,8,30,Driver,Car,Male,64,2020-08-30
2020-0039,2020-09-01,2020,9,1,Pedestrian,Pedestrian,Male,44,2020-09-01
2020-0040,2020-09-12,2020,9,12,Driver,Car,Male,42,2020-09-12
2020-0041,2020-09-28,2020,9,28,Driver,Motorcycle,Male,34,2020-09-28
2020-0042,2020-09-29,2020,9,29,Pedestrian,Pedestrian,Female,53,2020-09-29
2020-0043,2020-09-30,2020,9,30,Pedestrian,Pedestrian,Male,64,2020-09-30
2020-0044,2020-10-05,2020,10,5,Driver,Car,Male,43,2020-10-05
2020-0045,2020-10-19,2020,10,19,Driver,Car,Male,50,2020-10-19
2020-0046,2020-10-27,2020,10,27,Driver,Motorcycle,Male,41,2020-10-27
2020-0047,2020-10-27,2020,10,27,Pedestrian,Pedestrian,Male,15,2020-10-27
2020-0048,2020-10-29,2020,10,29,Driver,Motorcycle,Male,41,2020-10-29
2020-0049,2020-10-30,2020,10,30,Pedestrian,Pedestrian,Male,36,2020-10-30
2020-0050,2020-11-01,2020,11,1,Pedestrian,Pedestrian,Female,28,2020-11-01
2020-0051,2020-11-05,2020,11,5,Driver,Motorcycle,Male,49,2020-11-05
2020-0052,2020-11-07,2020,11,7,Cyclist,Bicycle,Male,44,2020-11-07
2020-0053,2020-11-09,2020,11,9,Passenger_Companion,Car,Male,27,2020-11-09
2020-0054,2020-11-19,2020,11,19,Cyclist,Bicycle,Male,59,2020-11-23
2020-0055,2020-11-19,2020,11,19,Pedestrian,Pedestrian,Male,91,2020-12-11
2020-0056,2020-11-21,2020,11,21,Driver,Motorcycle,Female,34,2020-11-21
2020-0057,2020-11-23,2020,11,23,Pedestrian,Pedestrian,Male,84,2020-11-23
2020-0058,2020-11-24,2020,11,24,Pedestrian,Pedestrian,Male,57,2020-11-25
2020-0059,2020-12-01,2020,12,1,Pedestrian,Pedestrian,Female,49,2020-12-14
2020-0060,2020-12-03,2020,12,3,Pedestrian,Pedestrian,Female,69,2020-12-03
2020-0061,2020-12-03,2020,12,3,Driver,Motorcycle,Male,45,2020-12-04
2020-0062,2020-12-04,2020,12,4,Cyclist,Bicycle,Male,47,2020-12-04
2020-0063,2020-12-05,2020,12,5,Pedestrian,Pedestrian,Male,38,2020-12-05
2020-0063,2020-12-05,2020,12,5,Passenger_Companion,Motorcycle,Male,21,2020-12-05
2020-0065,2020-12-05,2020,12,5,Driver,Motorcycle,Male,24,2020-12-06
2020-0066,2020-12-07,2020,12,7,Driver,Motorcycle,Male,27,2020-12-07
2020-0067,2020-12-11,2020,12,11,Pedestrian,Pedestrian,Male,51,2020-12-11
2020-0068,2020-12-12,2020,12,12,Driver,Motorcycle,Male,71,2020-12-20
2020-0069,2020-12-15,2020,12,15,Passenger_Companion,Motorcycle,Male,25,2020-12-15
2020-0070,2020-12-17,2020,12,17,Pedestrian,Pedestrian,Female,81,2020-12-22
2020-0071,2020-12-17,2020,12,17,Pedestrian,Pedestrian,Male,4,2020-12-17
2020-0072,2020-12-19,2020,12,19,Cyclist,Bicycle,Male,42,2020-12-19
2020-0073,2020-12-20,2020,12,20,Driver,Motorcycle,Male,56,2020-12-20
2020-0074,2020-12-20,2020,12,20,Driver,Car,Male,39,2020-12-20
2020-0075,2020-12-23,2020,12,23,Pedestrian,Pedestrian,Male,23,2020-12-23
2020-0076,2020-12-24,2020,12,24,Driver,Car,Female,78,2021-01-17
2020-0077,2020-12-25,2020,12,25,Driver,Motorcycle,Female,30,2020-12-25
2020-0077,2020-12-25,2020,12,25,Passenger_Companion,Motorcycle,Female,24,2020-12-25
2020-0078,2020-12-25,2020,12,25,Cyclist,Bicycle,Male,26,2020-12-25
2020-0079,2020-12-27,2020,12,27,Driver,Motorcycle,Male,28,2020-12-27
2021-0001,2021-01-06,2021,1,6,Driver,Motorcycle,Male,36,2021-01-06
2021-0002,2021-01-07,2021,1,7,Driver,Motorcycle,Female,47,2021-01-07
2021-0003,2021-01-10,2021,1,10,Driver,Motorcycle,Male,27,2021-01-10
2021-0004,2021-01-11,2021,1,11,Pedestrian,Pedestrian,Female,61,2021-01-11
2021-0005,2021-01-11,2021,1,11,Pedestrian,Pedestrian,Male,73,2021-01-14
2021-0006,2021-01-12,2021,1,12,Passenger_Companion,Motorcycle,Female,23,2021-01-12
2021-0007,2021-01-18,2021,1,18,Driver,Motorcycle,Male,84,2021-01-26
2021-0008,2021-01-22,2021,1,22,Pedestrian,Pedestrian,Male,28,2021-01-22
2021-0009,2021-01-23,2021,1,23,Driver,Motorcycle,Male,31,2021-01-23
2021-0010,2021-01-23,2021,1,23,Driver,Motorcycle,Male,28,2021-01-23
2021-0011,2021-01-27,2021,1,27,Pedestrian,Pedestrian,Male,21,2021-01-27
2021-0012,2021-01-29,2021,1,29,Pedestrian,Pedestrian,Male,42,2021-01-29
